4.15295 50.1709
4.1557 50.1639
4.13715 50.1537
4.13769 50.1446
4.13022 50.1348
4.13652 50.1304
4.14666 50.1293
4.15563 50.1308
4.16736 50.137
4.1823 50.1362
4.19363 50.1357
4.20179 50.1339
4.20016 50.1274
4.20273 50.1177
4.19909 50.1112
4.20441 50.1071
4.20646 50.1055
4.2036 50.1029
4.20375 50.1003
4.21306 50.096
4.22363 50.0872
4.23115 50.0789
4.23145 50.0738
4.22773 50.0685
4.20016 50.0581
4.19343 50.0528
4.18555 50.05
4.1754 50.0517
4.16335 50.0514
4.15848 50.0487
4.14534 50.0328
4.14256 50.0289
4.14243 50.0243
4.14244 50.014
4.14699 50.005
4.15501 50.0052
4.16203 50
4.16342 49.999
4.14632 49.9824
4.14856 49.9785
4.15473 49.9761
4.17061 49.9791
4.17771 49.9779
4.17994 49.9741
4.189 49.9737
4.19621 49.9706
4.19477 49.9609
4.19896 49.9577
4.20787 49.9599
4.2209 49.9602
4.23189 49.9611
4.24967 49.9661
4.28074 49.9668
4.29062 49.9696
4.30329 49.9704
4.30763 49.9707
4.32592 49.9666
4.33094 49.9667
4.34142 49.9585
4.34858 49.9561
4.37875 49.9548
4.38397 49.9511
4.39213 49.9487
4.40208 49.9502
4.43853 49.9439
4.44375 49.9401
4.45671 49.9417
4.48045 49.9476
4.48543 49.9488
4.51045 49.95
4.52605 49.9587
4.53652 49.97
4.54347 49.9714
4.55554 49.971
4.56744 49.9738
4.57591 49.985
4.58782 49.9879
4.61791 49.9885
4.62474 49.9925
4.64477 49.9936
4.65374 49.995
4.65963 49.9978
4.68064 49.9995
4.68107 50
4.68538 50.0054
4.68671 50.0197
4.69598 50.036
4.70212 50.0549
4.6998 50.0613
4.68163 50.0629
4.6804 50.0674
4.68707 50.0753
4.6888 50.0812
4.69328 50.0861
4.70506 50.099
4.73276 50.1092
4.74382 50.1094
4.7497 50.1128
4.75541 50.12
4.75703 50.1285
4.76466 50.1377
4.79924 50.1526
4.80824 50.154
4.81594 50.162
4.81775 50.1665
4.82391 50.1678
4.83625 50.1585
4.85863 50.1537
4.8777 50.1553
4.88086 50.1521
4.88106 50.1476
4.89652 50.1395
4.88505 50.1337
4.86992 50.1261
4.87138 50.1157
4.8689 50.1034
4.87306 50.1002
4.8724 50.0924
4.86843 50.0911
4.86097 50.1007
4.8439 50.0997
4.84218 50.0932
4.84643 50.0881
4.84261 50.0835
4.8429 50.077
4.83917 50.0705
4.82516 50.0689
4.82763 50.0586
4.82456 50.056
4.82375 50.0553
4.84017 50.0478
4.8404 50.0427
4.82084 50.0307
4.81537 50.0183
4.82062 50.0132
4.81784 50.0079
4.82014 50.0015
4.81918 50
4.80983 49.9851
4.79885 49.9836
4.79507 49.9784
4.79071 49.9641
4.79905 49.9571
4.80513 49.9561
4.83139 49.9519
4.84141 49.9521
4.85063 49.9477
4.85916 49.9362
4.8654 49.9312
4.87665 49.9262
4.87996 49.9191
4.88464 49.9037
4.88286 49.8985
4.87136 49.8866
4.85928 49.865
4.85788 49.8649
4.8523 49.8643
4.85142 49.8617
4.85613 49.8456
4.86927 49.8426
4.86867 49.8335
4.87617 49.822
4.87531 49.8187
4.86654 49.8134
4.8592 49.7984
4.85532 49.7957
4.85649 49.7919
4.86856 49.7901
4.87233 49.7954
4.87633 49.7955
4.89461 49.7887
4.90668 49.7876
4.92059 49.7891
4.94434 49.7947
4.94515 49.7993
4.95695 49.804
4.96508 49.8009
4.96999 49.803
4.97799 49.8031
4.99006 49.8014
4.99724 49.797
5 49.7937
5.00983 49.7823
5.02408 49.7761
5.04129 49.7705
5.04933 49.7694
5.05923 49.7715
5.06338 49.7677
5.06661 49.7619
5.07761 49.7614
5.0885 49.7642
5.09561 49.7611
5.12677 49.7299
5.12424 49.7175
5.12736 49.7144
5.1393 49.7152
5.14142 49.712
5.14546 49.7108
5.15215 49.7186
5.15813 49.7187
5.16446 49.7098
5.16547 49.7036
5.16574 49.702
5.16399 49.6955
5.16805 49.6937
5.18096 49.6952
5.19701 49.6928
5.20192 49.6948
5.2089 49.6949
5.21312 49.6885
5.21815 49.6873
5.22708 49.6887
5.24609 49.6871
5.25975 49.6957
5.26981 49.6933
5.28612 49.6832
5.30739 49.6738
5.31476 49.6684
5.31965 49.6649
5.33204 49.6521
5.32133 49.6448
5.31072 49.6343
5.30802 49.6259
5.3155 49.6111
5.31738 49.6144
5.32521 49.6184
5.34603 49.6213
5.34478 49.629
5.35365 49.6317
5.36486 49.6241
5.37183 49.6242
5.38021 49.6218
5.39093 49.6187
5.43354 49.594
5.43173 49.5882
5.44133 49.5676
5.45633 49.5652
5.44486 49.5502
5.45997 49.5439
5.46915 49.5362
5.46985 49.531
5.46118 49.5277
5.45191 49.5212
5.44387 49.5204
5.43798 49.518
5.46456 49.5083
5.46723 49.5008
5.47765 49.4936
5.48013 49.503
5.4873 49.5095
5.50976 49.5086
5.52472 49.5125
5.54001 49.517
5.55299 49.5295
5.56068 49.5303
5.57227 49.5295
5.59599 49.5211
5.5999 49.5188
5.60577 49.5093
5.61493 49.5073
5.61923 49.5135
5.62202 49.5175
5.6182 49.5298
5.6226 49.5358
5.63298 49.5409
5.63569 49.5448
5.64993 49.5502
5.65668 49.5499
5.67858 49.5488
5.70379 49.5421
5.72451 49.5412
5.72614 49.546
5.73528 49.5452
5.73817 49.5415
5.74452 49.54
5.75291 49.5415
5.75316 49.5456
5.75694 49.549
5.75608 49.5559
5.76118 49.5626
5.77307 49.5645
5.7869 49.558
5.79369 49.5524
5.80107 49.5517
5.80665 49.5534
5.81662 49.5466
5.81662 49.5466
5.816 49.5402
5.82001 49.539
5.82597 49.5391
5.83334 49.5427
5.83879 49.5434
5.84306 49.5402
5.83967 49.535
5.84185 49.5313
5.83774 49.5269
5.83815 49.524
5.84316 49.5192
5.85023 49.5165
5.85277 49.5122
5.85998 49.5029
5.87058 49.4989
5.88561 49.5004
5.89055 49.4986
5.89825 49.4991
5.91676 49.5023
5.9231 49.5005
5.94064 49.4992
5.95969 49.4925
5.97302 49.4917
5.97127 49.4814
5.96912 49.4757
5.97705 49.4632
5.98163 49.4616
5.98556 49.4573
5.99329 49.456
5.99641 49.4574
6.00204 49.4561
6.00701 49.452
6.01507 49.4518
6.02833 49.454
6.03822 49.4486
6.04596 49.4466
6.04794 49.4532
6.05515 49.4615
6.06036 49.4643
6.08381 49.4644
6.09432 49.4641
6.10934 49.4662
6.12433 49.4706
6.13098 49.4935
6.13941 49.4918
6.14828 49.4841
6.15591 49.4894
6.16429 49.4915
6.15717 49.4992
6.16168 49.5022
6.17669 49.5059
6.20687 49.5022
6.21282 49.503
6.22607 49.5081
6.23435 49.5077
6.23904 49.5074
6.24777 49.5098
6.25409 49.5091
6.2657 49.5048
6.26713 49.5026
6.28361 49.5015
6.28264 49.4953
6.2855 49.4905
6.29364 49.4837
6.30062 49.4854
6.30421 49.4778
6.32594 49.4761
6.32915 49.4716
6.33691 49.4661
6.35515 49.4634
6.36114 49.4596
6.37459 49.4588
6.37459 49.4588
6.387 49.4638
6.39646 49.4629
6.40519 49.4648
6.42297 49.4731
6.42997 49.4738
6.44579 49.4659
6.46229 49.4604
6.47596 49.4589
6.48792 49.4518
6.50368 49.4494
6.52337 49.4366
6.54117 49.4347
6.54368 49.4344
6.55531 49.4219
6.54869 49.4175
6.54521 49.4152
6.5428 49.4102
6.54347 49.4061
6.54389 49.4036
6.55265 49.3997
6.5667 49.3895
6.5716 49.3881
6.58244 49.3886
6.58735 49.3858
6.58982 49.3813
6.58845 49.376
6.60108 49.3674
6.60249 49.3644
6.59903 49.3587
6.59104 49.3509
6.57982 49.358
6.57214 49.3577
6.57045 49.3486
6.57259 49.341
6.59184 49.3333
6.59537 49.3269
6.59086 49.3207
6.59193 49.318
6.61434 49.3034
6.62866 49.2998
6.64544 49.2925
6.65699 49.2822
6.66921 49.2802
6.67029 49.2724
6.66441 49.2592
6.66687 49.2548
6.685 49.2544
6.6885 49.2508
6.68842 49.2489
6.68818 49.2428
6.68611 49.235
6.69175 49.2172
6.69559 49.2149
6.70325 49.2145
6.71577 49.2202
6.72239 49.2206
6.72588 49.2165
6.73113 49.2065
6.71587 49.1891
6.73214 49.1681
6.74655 49.1672
6.75838 49.1674
6.76673 49.164
6.77021 49.1677
6.78273 49.1697
6.79456 49.1677
6.82379 49.1572
6.83631 49.1538
6.8391 49.1558
6.84362 49.1602
6.84744 49.1718
6.86136 49.1755
6.8624 49.1835
6.85962 49.1876
6.85439 49.1997
6.83977 49.2102
6.84673 49.2155
6.8523 49.2198
6.85613 49.2198
6.86658 49.2196
6.88016 49.2141
6.88608 49.2118
6.89478 49.2111
6.91777 49.2182
6.92265 49.2209
6.93032 49.2211
6.94006 49.2179
6.95746 49.2083
6.978 49.2072
6.98669 49.2035
7.00059 49.1934
7.0086 49.1936
7.01485 49.1895
7.03695 49.195
7.03798 49.1868
7.03271 49.1779
7.03268 49.1726
7.03539 49.1587
7.04473 49.1484
7.04782 49.1404
7.04876 49.1221
7.05082 49.1175
7.05671 49.115
7.06436 49.1143
7.07097 49.1161
7.08313 49.1272
7.08803 49.1319
7.08554 49.1486
7.09407 49.1542
7.10685 49.1558
7.11195 49.1536
7.11193 49.1475
7.1085 49.1413
7.11019 49.1396
7.12807 49.1396
7.14812 49.1272
7.15523 49.1239
7.19021 49.1302
7.19782 49.1244
7.20229 49.1171
7.21241 49.1237
7.22286 49.1268
7.24792 49.1304
7.26733 49.1237
7.28784 49.1239
7.2878 49.1195
7.2909 49.1163
7.29819 49.1154
7.31257 49.1295
7.31571 49.1304
7.32171 49.1395
7.32905 49.1436
7.33185 49.1452
