200
0  0  1  101
2  0  3  101
4  0  5  101
6  0  7  101
8  0  9  101
10  0  11  101
12  0  13  101
14  0  15  101
16  0  17  101
18  0  19  101
20  0  21  101
22  0  23  101
24  0  25  101
26  0  27  101
28  0  29  101
30  0  31  101
32  0  33  101
34  0  35  101
36  0  37  101
38  0  39  101
40  0  41  101
42  0  43  101
44  0  45  101
46  0  47  101
48  0  49  101
50  0  51  101
52  0  53  101
54  0  55  101
56  0  57  101
58  0  59  101
60  0  61  101
62  0  63  101
64  0  65  101
66  0  67  101
68  0  69  101
70  0  71  101
72  0  73  101
74  0  75  101
76  0  77  101
78  0  79  101
80  0  81  101
82  0  83  101
84  0  85  101
86  0  87  101
88  0  89  101
90  0  91  101
92  0  93  101
94  0  95  101
96  0  97  101
98  0  99  101
100  0  101  101
102  0  103  101
104  0  105  101
106  0  107  101
108  0  109  101
110  0  111  101
112  0  113  101
114  0  115  101
116  0  117  101
118  0  119  101
120  0  121  101
122  0  123  101
124  0  125  101
126  0  127  101
128  0  129  101
130  0  131  101
132  0  133  101
134  0  135  101
136  0  137  101
138  0  139  101
140  0  141  101
142  0  143  101
144  0  145  101
146  0  147  101
148  0  149  101
150  0  151  101
152  0  153  101
154  0  155  101
156  0  157  101
158  0  159  101
160  0  161  101
162  0  163  101
164  0  165  101
166  0  167  101
168  0  169  101
170  0  171  101
172  0  173  101
174  0  175  101
176  0  177  101
178  0  179  101
180  0  181  101
182  0  183  101
184  0  185  101
186  0  187  101
188  0  189  101
190  0  191  101
192  0  193  101
194  0  195  101
196  0  197  101
198  0  199  101
0  1  200  1
0  2  200  2
0  3  200  3
0  4  200  4
0  5  200  5
0  6  200  6
0  7  200  7
0  8  200  8
0  9  200  9
0  10  200  10
0  11  200  11
0  12  200  12
0  13  200  13
0  14  200  14
0  15  200  15
0  16  200  16
0  17  200  17
0  18  200  18
0  19  200  19
0  20  200  20
0  21  200  21
0  22  200  22
0  23  200  23
0  24  200  24
0  25  200  25
0  26  200  26
0  27  200  27
0  28  200  28
0  29  200  29
0  30  200  30
0  31  200  31
0  32  200  32
0  33  200  33
0  34  200  34
0  35  200  35
0  36  200  36
0  37  200  37
0  38  200  38
0  39  200  39
0  40  200  40
0  41  200  41
0  42  200  42
0  43  200  43
0  44  200  44
0  45  200  45
0  46  200  46
0  47  200  47
0  48  200  48
0  49  200  49
0  50  200  50
0  51  200  51
0  52  200  52
0  53  200  53
0  54  200  54
0  55  200  55
0  56  200  56
0  57  200  57
0  58  200  58
0  59  200  59
0  60  200  60
0  61  200  61
0  62  200  62
0  63  200  63
0  64  200  64
0  65  200  65
0  66  200  66
0  67  200  67
0  68  200  68
0  69  200  69
0  70  200  70
0  71  200  71
0  72  200  72
0  73  200  73
0  74  200  74
0  75  200  75
0  76  200  76
0  77  200  77
0  78  200  78
0  79  200  79
0  80  200  80
0  81  200  81
0  82  200  82
0  83  200  83
0  84  200  84
0  85  200  85
0  86  200  86
0  87  200  87
0  88  200  88
0  89  200  89
0  90  200  90
0  91  200  91
0  92  200  92
0  93  200  93
0  94  200  94
0  95  200  95
0  96  200  96
0  97  200  97
0  98  200  98
0  99  200  99
0  100  200  100
