100
6600 1590 5999 2291 
7177 1251 8350 1577 
7618 4695 2183 8406 
4096 9778 5043 7420 
6880 4841 2941 3991 
6006 3328 2649 3235 
2357 4662 1887 1906 
3989 9636 2949 6941 
8948 5584 7578 2477 
2280 4054 6836 6251 
5371 4657 8749 9467 
3793 3240 787 7025 
81 1016 8081 6087 
7082 5674 697 9439 
8936 7698 6688 9278 
9637 2571 3686 8585 
1265 1063 4508 9897 
1344 2500 5117 3067 
219 2534 7157 364 
4297 7389 5774 4378 
3856 465 4757 938 
5454 6730 2491 743 
9180 21 4428 8817 
8114 3755 8944 5731 
3452 1981 1170 1148 
2639 4215 4481 2858 
7991 3222 6750 2288 
8876 3018 6963 2732 
1721 23 9835 7175 
2326 4270 3105 1506 
3885 324 643 1999 
9588 4083 4079 3040 
5249 4189 2416 7888 
6897 7099 8404 1240 
1506 3528 321 383 
3637 9467 2898 5358 
2733 8885 5842 5060 
8947 6566 3156 2832 
3799 1184 3242 9739 
7321 2780 1619 8922 
4035 3163 3321 7284 
8077 8525 262 9584 
6935 6319 8405 572 
1304 5930 5786 4037 
1629 5449 1168 6928 
4324 9761 2016 4475 
5258 4215 7297 8932 
8916 7854 3347 2951 
6668 6587 7369 4745 
7631 681 5112 4567 
3518 1491 7000 1174 
9139 5211 7422 768 
8590 4048 661 9266 
9029 93 161 639 
7458 9571 4308 6374 
7655 5677 3778 675 
1147 5421 2265 5131 
7377 9698 6102 7247 
9455 8421 7541 8594 
4963 5714 9985 9905 
6998 5523 9762 6027 
9924 3018 5617 3734 
6277 109 2590 285 
2720 960 2138 3867 
755 5350 2733 4485 
5188 1732 1400 4643 
8942 3237 6506 3905 
6491 163 5303 3489 
1417 5868 2038 1341 
7655 5076 8886 285 
7828 570 1537 548 
27 768 1530 783 
4264 5268 6118 9452 
7519 447 3352 6461 
9858 6718 36 6349 
5339 6190 3233 6756 
5272 4450 8410 9279 
3649 9564 5878 1477 
3767 8378 6486 3794 
8017 4577 5498 8633 
7968 4437 6197 1839 
9550 8300 4884 9408 
4920 2110 1371 259 
956 3367 4652 6228 
9415 1860 7817 3064 
3695 893 7776 7462 
4263 7609 5623 8632 
1121 3617 2186 9090 
4736 7281 8054 4286 
2938 46 5582 4210 
3305 4469 8508 4261 
3161 6842 4188 2576 
2006 1992 5054 5701 
2830 9516 2885 3445 
4861 8429 7125 5982 
5663 1424 2046 399 
100 1037 8706 9390 
640 3600 1084 297 
9592 910 4421 9105 
8610 8033 4104 6968 
